 33000000	  60  	 7.000000000000000000e+00 	1.166666666666666685e-01 	 2 	 3.533864786641088813e+03 
 34000000	  58  	 6.000000000000000000e+00 	1.034482758620689641e-01 	 2 	 -1.218014586157211397e+03 
 35000000	  57  	 6.000000000000000000e+00 	1.052631578947368363e-01 	 2 	 -3.540803086966211140e+03 
 36000000	  55  	 6.000000000000000000e+00 	1.090909090909090856e-01 	 2 	 -4.760922098851206670e+02 
 37000000	  54  	 7.000000000000000000e+00 	1.296296296296296224e-01 	 2 	 1.137586596162401747e+03 
 38000000	  52  	 6.000000000000000000e+00 	1.153846153846153910e-01 	 2 	 8.465443450508756769e+02 
 39000000	  51  	 6.000000000000000000e+00 	1.176470588235294101e-01 	 2 	 -5.981546203416563685e+02 
 40000000	  50  	 7.000000000000000000e+00 	1.400000000000000133e-01 	 2 	 -6.738226307174494423e+02 
 41000000	  48  	 6.000000000000000000e+00 	1.250000000000000000e-01 	 2 	 1.115300003302486630e+03 
 42000000	  47  	 6.000000000000000000e+00 	1.276595744680850963e-01 	 2 	 9.418882244433732467e+02 
 43000000	  46  	 6.000000000000000000e+00 	1.304347826086956486e-01 	 2 	 8.836210253684141662e+02 
 44000000	  45  	 6.000000000000000000e+00 	1.333333333333333315e-01 	 2 	 -2.334387029829999392e+03 
 45000000	  44  	 6.000000000000000000e+00 	1.363636363636363535e-01 	 2 	 2.969470483190294999e+03 
 46000000	  43  	 6.000000000000000000e+00 	1.395348837209302306e-01 	 2 	 -6.877821422463173803e+03 
 47000000	  42  	 6.000000000000000000e+00 	1.428571428571428492e-01 	 2 	 -9.354503060883414491e+02 
 48000000	  41  	 6.000000000000000000e+00 	1.463414634146341375e-01 	 2 	 -2.177573198432734898e+03 
 49000000	  40  	 6.000000000000000000e+00 	1.499999999999999944e-01 	 2 	 -3.803817469554248419e+03 
 50000000	  40  	 6.000000000000000000e+00 	1.499999999999999944e-01 	 2 	 6.244905090484996890e+02 
 51000000	  39  	 6.000000000000000000e+00 	1.538461538461538547e-01 	 2 	 -5.347407449491607849e+02 
 52000000	  38  	 6.000000000000000000e+00 	1.578947368421052544e-01 	 2 	 3.178849083518215593e+03 
 53000000	  37  	 6.000000000000000000e+00 	1.621621621621621712e-01 	 2 	 4.008687832829300078e+03 
 54000000	  37  	 6.000000000000000000e+00 	1.621621621621621712e-01 	 2 	 -7.092915983870661876e+03 
 55000000	  36  	 6.000000000000000000e+00 	1.666666666666666574e-01 	 2 	 3.196121615844379448e+03 
 56000000	  35  	 6.000000000000000000e+00 	1.714285714285714302e-01 	 2 	 -3.848527351782070127e+03 
 57000000	  35  	 6.000000000000000000e+00 	1.714285714285714302e-01 	 2 	 -2.804223732658381323e+03 
 58000000	  34  	 6.000000000000000000e+00 	1.764705882352941291e-01 	 2 	 3.584911504094458905e+03 
 59000000	  33  	 6.000000000000000000e+00 	1.818181818181818232e-01 	 2 	 -4.642110892609601933e+02 
 60000000	  33  	 6.000000000000000000e+00 	1.818181818181818232e-01 	 2 	 -2.659735708004072876e+03 
 61000000	  32  	 6.000000000000000000e+00 	1.875000000000000000e-01 	 2 	 -3.924224437379080882e+03 
 62000000	  32  	 6.000000000000000000e+00 	1.875000000000000000e-01 	 2 	 -1.785363997321368970e+03 
 63000000	  31  	 5.000000000000000000e+00 	1.612903225806451568e-01 	 2 	 -2.220751777330292043e+03 
 64000000	  31  	 6.000000000000000000e+00 	1.935483870967741882e-01 	 2 	 2.311344657130643554e+03 
 65000000	  30  	 6.000000000000000000e+00 	2.000000000000000111e-01 	 2 	 1.397952690436368130e+03 
 66000000	  30  	 6.000000000000000000e+00 	2.000000000000000111e-01 	 2 	 2.329752520192848806e+03 
 67000000	  29  	 5.000000000000000000e+00 	1.724137931034482873e-01 	 2 	 -4.262150334611535072e+03 
 68000000	  29  	 6.000000000000000000e+00 	2.068965517241379282e-01 	 2 	 -2.207424650149957870e+03 
 69000000	  28  	 6.000000000000000000e+00 	2.142857142857142738e-01 	 2 	 -3.172113559503411011e+02 
 70000000	  28  	 6.000000000000000000e+00 	2.142857142857142738e-01 	 2 	 -1.308774416502335271e+03 
 71000000	  28  	 6.000000000000000000e+00 	2.142857142857142738e-01 	 2 	 7.745444559175473387e+01 
 72000000	  27  	 6.000000000000000000e+00 	2.222222222222222099e-01 	 2 	 -6.516462810055641057e+03 
 73000000	  27  	 6.000000000000000000e+00 	2.222222222222222099e-01 	 2 	 -7.230062637058384780e+02 
 74000000	  27  	 6.000000000000000000e+00 	2.222222222222222099e-01 	 2 	 1.361837460344142755e+03 
 75000000	  26  	 6.000000000000000000e+00 	2.307692307692307820e-01 	 2 	 -1.274949491732290880e+03 
 76000000	  26  	 6.000000000000000000e+00 	2.307692307692307820e-01 	 2 	 -1.988066710916254124e+03 
 77000000	  25  	 6.000000000000000000e+00 	2.399999999999999911e-01 	 2 	 -1.625766574283723457e+03 
 78000000	  25  	 6.000000000000000000e+00 	2.399999999999999911e-01 	 2 	 -6.586936061118131875e+03 
 79000000	  25  	 6.000000000000000000e+00 	2.399999999999999911e-01 	 2 	 -5.531080099260378802e+02 
 80000000	  25  	 6.000000000000000000e+00 	2.399999999999999911e-01 	 2 	 4.890675175003650111e+03 
